Price_per_GB,Price_per_TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML,,,,
$0.15 ,$148 ,$19 ,128 GB,,microSD,Flash,New,"SanDisk 128GB microSDXC Card Licensed for Nintendo Switch, Apex Legends Edition - SDSQXAO-128G-GN6ZY","<a href=""https://www.amazon.com/dp/B08V4Z4VRY"">SanDisk 128GB microSDXC Card Licensed for Nintendo Switch, Apex Legends Edition - SDSQXAO-128G-GN6ZY</a>","<a href=""https://www.amazon.com/dp/B08V4Z4VRY"">SanDisk 128GB microSDXC Card Licensed for Nintendo Switch, Apex Legends Edition - SDSQXAO-128G-GN6ZY</a>",,,
$0.15 ,$148 ,$47 ,32 GB x10,,microSD,Flash,New,Sandisk 32GB 32G Micro SDHC Ultra (10 Pack) MicroSD TF Flash Memory Card High Speed Class 10 SDSQUNB-0032G-GN3MN with Everything But Stromboli Memory Card Reader,"<a href=""https://www.amazon.com/dp/B01DJKRQBI"">Sandisk 32GB 32G Micro SDHC Ultra (10 Pack) MicroSD TF Flash Memory Card High Speed Class 10 SDSQUNB-0032G-GN3MN with Everything But Stromboli Memory Card Reader</a>",,,,
$0.15 ,$148 ,"$1,138 ",7.7 TB,,Internal,SSD,New,Micron 5400 PRO 7.68 TB Solid State Drive - 2.5 Internal - SATA [SATA/600] - Read Intensive,"<a href=""https://www.amazon.com/dp/B0B7NT4KZX"">Micron 5400 PRO 7.68 TB Solid State Drive - 2.5 Internal - SATA [SATA/600] - Read Intensive</a>","<a href=""https://www.amazon.com/dp/B0B7NT4KZX"">Micron 5400 PRO 7.68 TB Solid State Drive - 2.5 Internal - SATA [SATA/600] - Read Intensive</a>",,,
$0.15 ,$148 ,$38 ,256 GB,,microSD,Flash,New,"Lexar Dual-Slot USB-A/C Reader, 205MB/s Transfer Speed, Supports SD and microSD Cards + Lexar 256GB Professional Silver Plus microSDXC Memory Card w/SD Adapter, UHS-I, C10, U3, V30, Full-HD & 4K Video","<a href=""https://www.amazon.com/dp/B0D5FLKTFZ"">Lexar Dual-Slot USB-A/C Reader, 205MB/s Transfer Speed, Supports SD and microSD Cards + Lexar 256GB Professional Silver Plus microSDXC Memory Card w/SD Adapter, UHS-I, C10, U3, V30, Full-HD & 4K Video</a>",,,,
$0.15 ,$148 ,$9 ,32 GB x2,,microSD,Flash,New,"INLAND Micro Center 32GB Class 10 MicroSDHC Flash Memory Card with Adapter for Mobile Device Storage Phone, Tablet, Drone & Full HD Video Recording - 80MB/s UHS-I, C10, U1 (2 Pack)","<a href=""https://www.amazon.com/dp/B07K81Z6DF"">INLAND Micro Center 32GB Class 10 MicroSDHC Flash Memory Card with Adapter for Mobile Device Storage Phone, Tablet, Drone & Full HD Video Recording - 80MB/s UHS-I, C10, U1 (2 Pack)</a>",,,,
$0.15 ,$148 ,"$1,139 ",7.7 TB,1 year,Internal,SSD,Used,"PA33N7T6 EMC7680 EMC ($1,139 ea.) 7.68TB, Flash SSD, 2.5"" SAS 12Gbps -1 Yr. Replacement Warranty! for Unity 300, 300F, 350F,400,400F,450F 500,500F,550F,600,600F, 650-25 and -80 Bay enclosures.","<a href=""https://www.amazon.com/dp/B0D9HRRX5H"">PA33N7T6 EMC7680 EMC ($1,139 ea.) 7.68TB, Flash SSD, 2.5"" SAS 12Gbps -1 Yr. Replacement Warranty! for Unity 300, 300F, 350F,400,400F,450F 500,500F,550F,600,600F, 650-25 and -80 Bay enclosures.</a>",,,,
$0.15 ,$148 ,$19 ,128 GB,,microSD,Flash,Used,"SanDisk 128GB microSDXC Card Licensed for Nintendo Switch, Apex Legends Edition - SDSQXAO-128G-GN6ZY","<a href=""https://www.amazon.com/dp/B08V4Z4VRY"">SanDisk 128GB microSDXC Card Licensed for Nintendo Switch, Apex Legends Edition - SDSQXAO-128G-GN6ZY</a>","<a href=""https://www.amazon.com/dp/B08V4Z4VRY"">SanDisk 128GB microSDXC Card Licensed for Nintendo Switch, Apex Legends Edition - SDSQXAO-128G-GN6ZY</a>",,,
$0.15 ,$148 ,$14 ,32 GB x3,10 years,microSD,Flash,Used,"Lexar 32GB Micro SD Card 3 Pack, microSDHC UHS-I Flash Memory Card with Adapter - Up to 100MB/s, U1, Class10, V10, A1, High Speed TF Card (3 microSD Cards + 1 Adapter)","<a href=""https://www.amazon.com/dp/B09KL71CFN"">Lexar 32GB Micro SD Card 3 Pack, microSDHC UHS-I Flash Memory Card with Adapter - Up to 100MB/s, U1, Class10, V10, A1, High Speed TF Card (3 microSD Cards + 1 Adapter)</a>","<a href=""https://www.amazon.com/dp/B09KL71CFN"">Lexar 32GB Micro SD Card 3 Pack, microSDHC UHS-I Flash Memory Card with Adapter - Up to 100MB/s, U1, Class10, V10, A1, High Speed TF Card (3 microSD Cards + 1 Adapter)</a>",,,
$0.15 ,$149 ,$17 ,4.7 GB x25,,Optical,DVD-R,New,XtremPro DVD+R 16X 4.7GB 120min Recordable DVD 25 Pack Blank Discs in Spindle - 11025,"<a href=""https://www.amazon.com/dp/B074Z34X6W"">XtremPro DVD+R 16X 4.7GB 120min Recordable DVD 25 Pack Blank Discs in Spindle - 11025</a>",,,,
$0.15 ,$149 ,$149 ,1 TB,,M.2,NVMe,New,"Digifast Chevron 1TB M.2 NVMe RGB SSD, PCIe Gen 3x4 M.2 2280 Solid State Drive with Read 3470 MB/s, Write 3000 MB/s","<a href=""https://www.amazon.com/dp/B07RBCKJF4"">Digifast Chevron 1TB M.2 NVMe RGB SSD, PCIe Gen 3x4 M.2 2280 Solid State Drive with Read 3470 MB/s, Write 3000 MB/s</a>",,,,
$0.15 ,$149 ,$149 ,1 TB,,M.2,NVMe,Used,intel Solid State Drive - 1 TB - 3D Xpoint (Optane) - Internal - M.2 2280 - PCI Express 3.0 x4 (NVMe) - Buffer: 32 GB,"<a href=""https://www.amazon.com/dp/B07RL812DW"">intel Solid State Drive - 1 TB - 3D Xpoint (Optane) - Internal - M.2 2280 - PCI Express 3.0 x4 (NVMe) - Buffer: 32 GB</a>","<a href=""https://www.amazon.com/dp/B07RL812DW"">intel Solid State Drive - 1 TB - 3D Xpoint (Optane) - Internal - M.2 2280 - PCI Express 3.0 x4 (NVMe) - Buffer: 32 GB</a>",,,
$0.15 ,$149 ,$45 ,300 GB,5 years,Internal,SAS,Used,HGST Ultrastar 3.5-Inch 300GB 15000RPM SAS 64 MB Cache Enterprise Hard Drive with Mission Critical Performance (0B23661),"<a href=""https://www.amazon.com/dp/B00492BU40"">HGST Ultrastar 3.5-Inch 300GB 15000RPM SAS 64 MB Cache Enterprise Hard Drive with Mission Critical Performance (0B23661)</a>","<a href=""https://www.amazon.com/dp/B00492BU40"">HGST Ultrastar 3.5-Inch 300GB 15000RPM SAS 64 MB Cache Enterprise Hard Drive with Mission Critical Performance (0B23661)</a>",,,
$0.15 ,$150 ,$299 ,2 TB,,Internal,SAS,New,Seagate Enterprise Capacity 2.5 HDD 12GB/s SAS 512E 2TB Hard Drive with SED FIPS ST2000NX0353,"<a href=""https://www.amazon.com/dp/B00Q46QO7M"">Seagate Enterprise Capacity 2.5 HDD 12GB/s SAS 512E 2TB Hard Drive with SED FIPS ST2000NX0353</a>","<a href=""https://www.amazon.com/dp/B00Q46QO7M"">Seagate Enterprise Capacity 2.5 HDD 12GB/s SAS 512E 2TB Hard Drive with SED FIPS ST2000NX0353</a>",,,
$0.15 ,$150 ,"$1,148 ",7.7 TB,5 years,U.2/U.3,NVMe,New,Intel Solidigm - D7-P5520 Series - Solid State Drive - Generic No Opal Single Pack,"<a href=""https://www.amazon.com/dp/B0B6YNSYT2"">Intel Solidigm - D7-P5520 Series - Solid State Drive - Generic No Opal Single Pack</a>",,,,
$0.15 ,$150 ,$38 ,256 GB,5 years,SD,Flash,Used,"[5-Yrs Free Data Recovery] GIGASTONE 256GB Memory Card 4K Pro Series Speed Up to 100MB/s Compatible with Canon Nikon Sony Camcorder, A1 V30 UHS-I","<a href=""https://www.amazon.com/dp/B093BRY83H"">[5-Yrs Free Data Recovery] GIGASTONE 256GB Memory Card 4K Pro Series Speed Up to 100MB/s Compatible with Canon Nikon Sony Camcorder, A1 V30 UHS-I</a>","<a href=""https://www.amazon.com/dp/B093BRY83H"">[5-Yrs Free Data Recovery] GIGASTONE 256GB Memory Card 4K Pro Series Speed Up to 100MB/s Compatible with Canon Nikon Sony Camcorder, A1 V30 UHS-I</a>",,,
$0.15 ,$150 ,$14 ,32 GB x3,10 years,microSD,Flash,New,"Lexar 32GB Micro SD Card 3 Pack, microSDHC UHS-I Flash Memory Card with Adapter - Up to 100MB/s, U1, Class10, V10, A1, High Speed TF Card (3 microSD Cards + 1 Adapter)","<a href=""https://www.amazon.com/dp/B09KL71CFN"">Lexar 32GB Micro SD Card 3 Pack, microSDHC UHS-I Flash Memory Card with Adapter - Up to 100MB/s, U1, Class10, V10, A1, High Speed TF Card (3 microSD Cards + 1 Adapter)</a>","<a href=""https://www.amazon.com/dp/B09KL71CFN"">Lexar 32GB Micro SD Card 3 Pack, microSDHC UHS-I Flash Memory Card with Adapter - Up to 100MB/s, U1, Class10, V10, A1, High Speed TF Card (3 microSD Cards + 1 Adapter)</a>",,,
$0.15 ,$150 ,$150 ,1 TB,5 years,M.2,NVMe,New,"Seagate FireCuda 530 1TB Solid State Drive - M.2 PCIe Gen4 Ã—4 NVMe 1.4, PS5 Internal SSD, speeds up to 7300MB/s, 3D TLC NAND, 1275 TBW, 1.8M MTBF, Heatsink, Rescue Services (ZP1000GM3A023)","<a href=""https://www.amazon.com/dp/B0977LW48F"">Seagate FireCuda 530 1TB Solid State Drive - M.2 PCIe Gen4 Ã—4 NVMe 1.4, PS5 Internal SSD, speeds up to 7300MB/s, 3D TLC NAND, 1275 TBW, 1.8M MTBF, Heatsink, Rescue Services (ZP1000GM3A023)</a>","<a href=""https://www.amazon.com/dp/B0977LW48F"">Seagate FireCuda 530 1TB Solid State Drive - M.2 PCIe Gen4 Ã—4 NVMe 1.4, PS5 Internal SSD, speeds up to 7300MB/s, 3D TLC NAND, 1275 TBW, 1.8M MTBF, Heatsink, Rescue Services (ZP1000GM3A023)</a>",,,
$0.15 ,$150 ,$150 ,1 TB,5 years,M.2,NVMe,New,"LaCie Rugged SSD 1TB Solid State Drive — USB-C USB 3.2 NVMe speeds up to 1050MB/s, IP67 Water Resistant, 3m Drop resistant, Encryption, 5-year Warranty with Data Recovery, 1 Mo Adobe CC (STHR1000800)","<a href=""https://www.amazon.com/dp/B07WHV9V12"">LaCie Rugged SSD 1TB Solid State Drive — USB-C USB 3.2 NVMe speeds up to 1050MB/s, IP67 Water Resistant, 3m Drop resistant, Encryption, 5-year Warranty with Data Recovery, 1 Mo Adobe CC (STHR1000800)</a>",,,,
$0.15 ,$150 ,$150 ,1 TB,5 years,M.2,NVMe,New,"Western Digital 1TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0010BBK-WRSN","<a href=""https://www.amazon.com/dp/B0B4SQB1HY"">Western Digital 1TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0010BBK-WRSN</a>","<a href=""https://www.amazon.com/dp/B0B4SQB1HY"">Western Digital 1TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0010BBK-WRSN</a>",,,
$0.15 ,$150 ,$300 ,2 TB,3 years,External,SSD,New,"SAMSUNG T7 Touch Portable SSD 2TB ,up to 1050MB/s, USB 3.2 External Solid State Drive, Black (MU-PC2T0K/WW)","<a href=""https://www.amazon.com/dp/B082YGVGQL"">SAMSUNG T7 Touch Portable SSD 2TB ,up to 1050MB/s, USB 3.2 External Solid State Drive, Black (MU-PC2T0K/WW)</a>","<a href=""https://www.amazon.com/dp/B082YGVGQL"">SAMSUNG T7 Touch Portable SSD 2TB ,up to 1050MB/s, USB 3.2 External Solid State Drive, Black (MU-PC2T0K/WW)</a>",,,
$0.15 ,$150 ,$90 ,600 GB,,Internal,SAS,New,"Seagate 600GB HDD 15K RPM 2.5"" 12Gb/s SAS Hard Disk Drive Model: ST600MP0005 DP/N: 4HGTJ","<a href=""https://www.amazon.com/dp/B07XK2DKNL"">Seagate 600GB HDD 15K RPM 2.5"" 12Gb/s SAS Hard Disk Drive Model: ST600MP0005 DP/N: 4HGTJ</a>","<a href=""https://www.amazon.com/dp/B07XK2DKNL"">Seagate 600GB HDD 15K RPM 2.5"" 12Gb/s SAS Hard Disk Drive Model: ST600MP0005 DP/N: 4HGTJ</a>",,,
$0.15 ,$150 ,"$2,305 ",15.4 TB,,U.2/U.3,NVMe,New,Solidigm D7-P5520 15.36TB 3D NAND PCIe 4.0 x4 NVMe U.2 Internal Data Center SSD,"<a href=""https://www.amazon.com/dp/B0B6YVZ7XH"">Solidigm D7-P5520 15.36TB 3D NAND PCIe 4.0 x4 NVMe U.2 Internal Data Center SSD</a>",,,,
$0.15 ,$150 ,$451 ,3 TB,2 years,"External 3.5""",HDD,New,"iStorage diskAshur DT2 3TB Secure encrypted portable desktop hard drive, FIPS Level 2 certified - Password protected, dust and water resistant, military grade hardware encryption IS-DT2-256-3000-C-G","<a href=""https://www.amazon.com/dp/B071DGGJX2"">iStorage diskAshur DT2 3TB Secure encrypted portable desktop hard drive, FIPS Level 2 certified - Password protected, dust and water resistant, military grade hardware encryption IS-DT2-256-3000-C-G</a>",,,,
$0.15 ,$151 ,$10 ,64 GB,,USB,Flash,Used,SanDisk 64GB Ultra USB 3.0 Flash Drive - SDCZ48-064G-UAM46,"<a href=""https://www.amazon.com/dp/B00KYK2ABI"">SanDisk 64GB Ultra USB 3.0 Flash Drive - SDCZ48-064G-UAM46</a>","<a href=""https://www.amazon.com/dp/B00KYK2ABI"">SanDisk 64GB Ultra USB 3.0 Flash Drive - SDCZ48-064G-UAM46</a>",,,
$0.15 ,$151 ,"$1,162 ",7.7 TB,5 years,U.2/U.3,NVMe,New,"Western Digital WD 2.5"" SSD Ultrastar SN650 7.68TB (PCIe 4.0/NVMe)(Di)","<a href=""https://www.amazon.com/dp/B0BN4KNWK3"">Western Digital WD 2.5"" SSD Ultrastar SN650 7.68TB (PCIe 4.0/NVMe)(Di)</a>",,,,
$0.15 ,$151 ,$39 ,256 GB,,SD,Flash,New,"SanDisk 256GB SDXC SD Ultra Memory Card Works with Canon EOS Rebel T7, Rebel T6, 77D Digital Camera Class 10 (SDSDUNR-256G-GN6IN) Bundle with (1) Everything But Stromboli Combo Card Reader","<a href=""https://www.amazon.com/dp/B0851S8H9K"">SanDisk 256GB SDXC SD Ultra Memory Card Works with Canon EOS Rebel T7, Rebel T6, 77D Digital Camera Class 10 (SDSDUNR-256G-GN6IN) Bundle with (1) Everything But Stromboli Combo Card Reader</a>",,,,
$0.15 ,$152 ,$24 ,32 GB x5,,SD,Flash,New,"PNY 32GB Elite Class 10 U1 V10 SDHC Flash Memory Card - 100MB/s Read, Class 10, U1 Full HD, UHS-I, Full Size SD (Pack of 5)","<a href=""https://www.amazon.com/dp/B0BDTMZ8CQ"">PNY 32GB Elite Class 10 U1 V10 SDHC Flash Memory Card - 100MB/s Read, Class 10, U1 Full HD, UHS-I, Full Size SD (Pack of 5)</a>","<a href=""https://www.amazon.com/dp/B0BDTMZ8CQ"">PNY 32GB Elite Class 10 U1 V10 SDHC Flash Memory Card - 100MB/s Read, Class 10, U1 Full HD, UHS-I, Full Size SD (Pack of 5)</a>",,,
$0.15 ,$152 ,$18 ,4.7 GB x25,,Optical,DVD-R,New,"Verbatim DVD+R Discs, 4.7GB, 16x, Spindle, Silver, 25/Pack","<a href=""https://www.amazon.com/dp/B009A552D6"">Verbatim DVD+R Discs, 4.7GB, 16x, Spindle, Silver, 25/Pack</a>",,,,
$0.15 ,$152 ,$19 ,128 GB,5 years,M.2,NVMe,Used,"Transcend 128GB MTS430S M.2 2242 SATA3 SSD, Internal Solid State, Compatible with Laptop & PC Desktop - TS128GMTS430S","<a href=""https://www.amazon.com/dp/B07KG2G152"">Transcend 128GB MTS430S M.2 2242 SATA3 SSD, Internal Solid State, Compatible with Laptop & PC Desktop - TS128GMTS430S</a>","<a href=""https://www.amazon.com/dp/B07KG2G152"">Transcend 128GB MTS430S M.2 2242 SATA3 SSD, Internal Solid State, Compatible with Laptop & PC Desktop - TS128GMTS430S</a>",,,
$0.15 ,$152 ,$39 ,128 GB x2,,microSD,Flash,New,"GIGASTONE 128GB 2-Pack Micro SD Card, 4K Video Pro, Compatible with GoPro, Security Camera, Dash cam, Drone, 95MB/s MicroSDXC Memory Card UHS-I V30 Class 10, with 2 SD Adapter","<a href=""https://www.amazon.com/dp/B07XG2X54Z"">GIGASTONE 128GB 2-Pack Micro SD Card, 4K Video Pro, Compatible with GoPro, Security Camera, Dash cam, Drone, 95MB/s MicroSDXC Memory Card UHS-I V30 Class 10, with 2 SD Adapter</a>",,,,
$0.15 ,$152 ,$585 ,3.8 TB,,U.2/U.3,NVMe,Used,"Seagate Nytro 5350, 3.84 TB, SSD - 15 mm U.2, PCIe Gen4 NVMe, 7.4 GB/s Bandwidth and up to 1.7M IOPS (XP3840SE70035)","<a href=""https://www.amazon.com/dp/B0B7RR7684"">Seagate Nytro 5350, 3.84 TB, SSD - 15 mm U.2, PCIe Gen4 NVMe, 7.4 GB/s Bandwidth and up to 1.7M IOPS (XP3840SE70035)</a>",,,,
$0.15 ,$153 ,$76 ,500 GB,5 years,M.2,NVMe,Used,"Western Digital 500GB WD Red SN700 NVMe Internal Solid State Drive SSD for NAS Devices - Gen3 PCIe, M.2 2280, Up to 3,430 MB/s - WDS500G1R0C","<a href=""https://www.amazon.com/dp/B09H1SCQFQ"">Western Digital 500GB WD Red SN700 NVMe Internal Solid State Drive SSD for NAS Devices - Gen3 PCIe, M.2 2280, Up to 3,430 MB/s - WDS500G1R0C</a>","<a href=""https://www.amazon.com/dp/B09H1SCQFQ"">Western Digital 500GB WD Red SN700 NVMe Internal Solid State Drive SSD for NAS Devices - Gen3 PCIe, M.2 2280, Up to 3,430 MB/s - WDS500G1R0C</a>",,,
$0.15 ,$153 ,$10 ,64 GB,10 years,SD,Flash,New,"SanDisk 64GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-064G-GN6IN [Older Version]","<a href=""https://www.amazon.com/dp/B08GY1QYXP"">SanDisk 64GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-064G-GN6IN [Older Version]</a>","<a href=""https://www.amazon.com/dp/B08GY1QYXP"">SanDisk 64GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-064G-GN6IN [Older Version]</a>",,,
$0.15 ,$154 ,$18 ,4.7 GB x25,,Optical,DVD-R,New,"Maxell 638010 DVD-R Discs, 4.7GB, 16x, Spindle, Gold, 25/Pack","<a href=""https://www.amazon.com/dp/B004E2RYX6"">Maxell 638010 DVD-R Discs, 4.7GB, 16x, Spindle, Gold, 25/Pack</a>",,,,
$0.15 ,$154 ,$20 ,128 GB,,microSD,Flash,New,"SanDisk 128GB Gameplay microSD Memory Card for Mobile Gaming - Up to 190MB/s, for Handheld Console Gaming - SDSQXAA-128G-GN6XN","<a href=""https://www.amazon.com/dp/B0CYKBBQFQ"">SanDisk 128GB Gameplay microSD Memory Card for Mobile Gaming - Up to 190MB/s, for Handheld Console Gaming - SDSQXAA-128G-GN6XN</a>",,,,
$0.15 ,$154 ,$10 ,64 GB,5 years,USB,Flash,New,"SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black","<a href=""https://www.amazon.com/dp/B081DDS2MY"">SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black</a>","<a href=""https://www.amazon.com/dp/B081DDS2MY"">SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black</a>",,,
$0.15 ,$154 ,$10 ,64 GB,,SD,Flash,New,"PNY 64GB Elite-X Class 10 U3 V30 SDXC Flash Memory Card - 100MB/s, Class 10, U3, V30, 4K UHD, Full HD, UHS-I, Full Size SD (Pack of 1)","<a href=""https://www.amazon.com/dp/B07R7C3YLW"">PNY 64GB Elite-X Class 10 U3 V30 SDXC Flash Memory Card - 100MB/s, Class 10, U3, V30, 4K UHD, Full HD, UHS-I, Full Size SD (Pack of 1)</a>",,,,
$0.16 ,$155 ,"$1,189 ",7.7 TB,,U.2/U.3,NVMe,New,Micron PRO 7450 PRO 7.68 TB Solid State Drive - 2.5 Internal - U.3 [PCI Express NVMe 4.0 x4] - Read Intensive,"<a href=""https://www.amazon.com/dp/B0BB3KM41X"">Micron PRO 7450 PRO 7.68 TB Solid State Drive - 2.5 Internal - U.3 [PCI Express NVMe 4.0 x4] - Read Intensive</a>",,,,
$0.16 ,$155 ,$155 ,1 TB,5 years,M.2,NVMe,New,"Crucial New 2024 T705 1TB PCIe Gen5 NVMe M.2 SSD - Up to 13,600 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT1000T705SSD3","<a href=""https://www.amazon.com/dp/B0CTRV9CVP"">Crucial New 2024 T705 1TB PCIe Gen5 NVMe M.2 SSD - Up to 13,600 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT1000T705SSD3</a>",,,,
$0.16 ,$155 ,$25 ,16 GB x10,,USB,Flash,New,"Flash Drive 16GB USB 2.0 10 Pack Swivel Blank Memory Stick Pnstaw Bulk Thumb Drive Pen Drives Jump Drive for Data Storage, File Sharing(10 Pack,Multi-Color) (16GB)","<a href=""https://www.amazon.com/dp/B07DNQ8343"">Flash Drive 16GB USB 2.0 10 Pack Swivel Blank Memory Stick Pnstaw Bulk Thumb Drive Pen Drives Jump Drive for Data Storage, File Sharing(10 Pack,Multi-Color) (16GB)</a>",,,,
$0.16 ,$155 ,$40 ,256 GB,2 years,USB,Flash,Used,"SanDisk 256GB iXpand Flash Drive Go for iPhone and iPad - SDIX60N-256G-GN6NE, Black","<a href=""https://www.amazon.com/dp/B07VQPDM56"">SanDisk 256GB iXpand Flash Drive Go for iPhone and iPad - SDIX60N-256G-GN6NE, Black</a>","<a href=""https://www.amazon.com/dp/B07VQPDM56"">SanDisk 256GB iXpand Flash Drive Go for iPhone and iPad - SDIX60N-256G-GN6NE, Black</a>",,,
$0.16 ,$156 ,$10 ,64 GB,,microSD,Flash,New,"SanDisk 64GB High Endurance Video MicroSDXC Card with Adapter for Dash Cam and Home Monitoring Systems - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQNR-064G-GN6IA","<a href=""https://www.amazon.com/dp/B07P3D6Y5B"">SanDisk 64GB High Endurance Video MicroSDXC Card with Adapter for Dash Cam and Home Monitoring Systems - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQNR-064G-GN6IA</a>","<a href=""https://www.amazon.com/dp/B07P3D6Y5B"">SanDisk 64GB High Endurance Video MicroSDXC Card with Adapter for Dash Cam and Home Monitoring Systems - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQNR-064G-GN6IA</a>",,,
$0.16 ,$156 ,$10 ,64 GB,10 years,SD,Flash,New,SanDisk Ultra 64GB Class 10 SDXC UHS-I Memory Card up to 80MB/s (SDSDUNC-064G-GN6IN),"<a href=""https://www.amazon.com/dp/B0143IIP4W"">SanDisk Ultra 64GB Class 10 SDXC UHS-I Memory Card up to 80MB/s (SDSDUNC-064G-GN6IN)</a>",,,,
$0.16 ,$156 ,$20 ,64 GB x2,,USB,Flash,New,"SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black (Pack of 2)","<a href=""https://www.amazon.com/dp/B0CF2NZCV1"">SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black (Pack of 2)</a>",,,,
$0.16 ,$156 ,$20 ,128 GB,,SD,Flash,New,"SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXD-128G-GN4IN","<a href=""https://www.amazon.com/dp/B09X7FXHVJ"">SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXD-128G-GN4IN</a>","<a href=""https://www.amazon.com/dp/B09X7FXHVJ"">SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXD-128G-GN4IN</a>",,,
$0.16 ,$156 ,$50 ,32 GB x10,,microSD,Flash,New,"GIGASTONE 32GB 10-Pack Micro SD Card, Full HD Video, Surveillance Security Cam Action Camera Drone, 90MB/s Micro SDHC UHS-I U1 C10 Class 10","<a href=""https://www.amazon.com/dp/B07RVFZ3F3"">GIGASTONE 32GB 10-Pack Micro SD Card, Full HD Video, Surveillance Security Cam Action Camera Drone, 90MB/s Micro SDHC UHS-I U1 C10 Class 10</a>",,,,
$0.16 ,$156 ,$25 ,16 GB x10,1 year,USB,Flash,New,10-Pack Enfain 16GB USB 2.0 Swivel Flash Drives: Shareable Data Storage for Home & Office Use (Black),"<a href=""https://www.amazon.com/dp/B00JES3MO0"">10-Pack Enfain 16GB USB 2.0 Swivel Flash Drives: Shareable Data Storage for Home & Office Use (Black)</a>",,,,
$0.16 ,$156 ,$40 ,256 GB,,M.2,NVMe,New,Solid State Drive MZVLB256HAHQ-000L7 Compatible Replacement Spare Part for Samsung MZ-VLB2560 PM981 256GB M.2 2280 PCI-Express 3.0 x4 NVMe SSD,"<a href=""https://www.amazon.com/dp/B08LNS36PK"">Solid State Drive MZVLB256HAHQ-000L7 Compatible Replacement Spare Part for Samsung MZ-VLB2560 PM981 256GB M.2 2280 PCI-Express 3.0 x4 NVMe SSD</a>","<a href=""https://www.amazon.com/dp/B08LNS36PK"">Solid State Drive MZVLB256HAHQ-000L7 Compatible Replacement Spare Part for Samsung MZ-VLB2560 PM981 256GB M.2 2280 PCI-Express 3.0 x4 NVMe SSD</a>",,,
$0.16 ,$156 ,$40 ,256 GB,5 years,SD,Flash,New,"[5-Yrs Free Data Recovery] GIGASTONE 256GB Memory Card 4K Pro Series Speed Up to 100MB/s Compatible with Canon Nikon Sony Camcorder, A1 V30 UHS-I","<a href=""https://www.amazon.com/dp/B093BRY83H"">[5-Yrs Free Data Recovery] GIGASTONE 256GB Memory Card 4K Pro Series Speed Up to 100MB/s Compatible with Canon Nikon Sony Camcorder, A1 V30 UHS-I</a>","<a href=""https://www.amazon.com/dp/B093BRY83H"">[5-Yrs Free Data Recovery] GIGASTONE 256GB Memory Card 4K Pro Series Speed Up to 100MB/s Compatible with Canon Nikon Sony Camcorder, A1 V30 UHS-I</a>",,,
$0.16 ,$156 ,"$1,200 ",7.7 TB,,U.2/U.3,NVMe,New,Samsung PM9A3 MZQL27T6HBLA - SSD - 7.68 TB - U.2 PCIe 3.0 x4 (NVMe),"<a href=""https://www.amazon.com/dp/B0B63PKZ8B"">Samsung PM9A3 MZQL27T6HBLA - SSD - 7.68 TB - U.2 PCIe 3.0 x4 (NVMe)</a>",,,,
$0.16 ,$156 ,$625 ,4 TB,5 years,M.2,NVMe,New,"Corsair MP700 PRO SE 4TB M.2 PCIe Gen5 x4 NVMe 2.0 SSD – M.2 2280 – Up to 14,000MB/sec Sequential Read – High-Density TLC NAND – Black","<a href=""https://www.amazon.com/dp/B0D2P75H2V"">Corsair MP700 PRO SE 4TB M.2 PCIe Gen5 x4 NVMe 2.0 SSD – M.2 2280 – Up to 14,000MB/sec Sequential Read – High-Density TLC NAND – Black</a>",,,,
